config_id,size,seed,total_distance,vehicle_count,feasible,convergence_iter,wall_time_sec
C1,50,25,409.3580284418584,5,True,46,0.8937474589329213
C1,50,26,400.90377221644,5,True,80,0.8938618339598179
C1,50,27,418.9154948143386,5,True,50,0.8941967920400202
C1,50,28,393.7916251767369,5,True,72,0.8944454590091482
C1,50,29,403.7034448109095,5,True,60,0.8938322090543807
C1,100,0,638.25363558298,8,True,86,3.454864333034493
C1,100,1,662.9072509646671,8,True,70,3.4195199999958277
C1,100,2,660.669203518311,8,True,80,3.4275000419002026
C1,100,3,618.7192319438377,8,True,91,3.3865399579517543
C1,100,4,627.9787479023432,8,True,98,3.4413144579157233
C1,100,5,634.7676158424754,8,True,90,3.396674541058019
C1,100,6,663.5192053410212,8,True,71,3.433104249997996
C1,100,7,642.0744019387837,8,True,88,3.4117700409842655
C1,100,8,663.9670078284382,8,True,82,3.4531732499599457
C1,100,9,662.2675270412695,8,True,73,3.458201332949102
C1,100,10,652.7090013032396,8,True,75,3.392668084008619
C1,100,11,631.3077158920125,8,True,85,3.440285584074445
C1,100,12,649.1545233799126,8,True,75,3.403862625011243
C1,100,13,650.3653502063801,8,True,89,3.401268082903698
C1,100,14,648.0304078982371,8,True,87,3.4390594580909237
C1,100,15,630.2540323910983,8,True,93,3.4182210840517655
C1,100,16,631.8745590254781,8,True,93,3.474477709038183
C1,100,17,655.3588629972608,8,True,75,3.4300840420182794
C1,100,18,630.2115983432141,8,True,84,3.5009095419663936
C1,100,19,649.837667663302,8,True,84,3.3977068751119077
C1,100,20,670.6611696610976,8,True,82,3.4367761670146137
C1,100,21,651.407251761436,8,True,75,3.40010316693224
C1,100,22,655.5535875709427,8,True,66,4.265836209058762
C1,100,23,646.0284024192313,8,True,88,4.871141915908083
C1,100,24,666.0622211824017,8,True,85,8.663252750062384
C1,100,25,648.0551992073538,8,True,82,13.526868542074226
C1,100,26,660.6424146006989,8,True,82,9.533916624961421
